,ANGOSTURA,CARABUCO,CHOQUETANGA,KANATA,SAN JOSE 1,SANTA ISABEL
2007-05-17 19:00:00+00:00,4.32745809024077,4.226092100603589,5.169358993935484,0.5983648141511937,1.0739089530580648,3.6206970661481734
2007-05-17 20:00:00+00:00,4.32745809024077,4.226092100603589,5.169358993935484,0.5983648141511937,1.0739089530580648,3.6206970661481734
2007-05-17 21:00:00+00:00,4.32745809024077,4.226092100603589,5.169358993935484,0.5983648141511937,1.0739089530580648,3.6206970661481734
2007-05-17 22:00:00+00:00,4.32745809024077,4.226092100603589,5.169358993935484,0.5983648141511937,1.0739089530580648,3.6206970661481734
2007-05-17 23:00:00+00:00,4.32745809024077,4.226092100603589,5.169358993935484,0.5983648141511937,1.0739089530580648,3.6206970661481734
2007-05-18 00:00:00+00:00,4.21627833693419,4.121676300978793,5.0434689727741935,0.5983648141511937,1.0913196010282258,3.6686346441267705
2007-05-18 01:00:00+00:00,4.21627833693419,4.121676300978793,5.0434689727741935,0.5983648141511937,1.0913196010282258,3.6686346441267705
2007-05-18 02:00:00+00:00,4.21627833693419,4.121676300978793,5.0434689727741935,0.5983648141511937,1.0913196010282258,3.6686346441267705
2007-05-18 03:00:00+00:00,4.21627833693419,4.121676300978793,5.0434689727741935,0.5983648141511937,1.0913196010282258,3.6686346441267705
2007-05-18 04:00:00+00:00,4.21627833693419,4.121676300978793,5.0434689727741935,0.5983648141511937,1.0913196010282258,3.6686346441267705
2007-05-18 05:00:00+00:00,4.21627833693419,4.121676300978793,5.0434689727741935,0.5983648141511937,1.0913196010282258,3.6686346441267705
2007-05-18 06:00:00+00:00,4.21627833693419,4.121676300978793,5.0434689727741935,0.5983648141511937,1.0913196010282258,3.6686346441267705
2007-05-18 07:00:00+00:00,4.21627833693419,4.121676300978793,5.0434689727741935,0.5983648141511937,1.0913196010282258,3.6686346441267705
2007-05-18 08:00:00+00:00,4.21627833693419,4.121676300978793,5.0434689727741935,0.5983648141511937,1.0913196010282258,3.6686346441267705
2007-05-18 09:00:00+00:00,4.21627833693419,4.121676300978793,5.0434689727741935,0.5983648141511937,1.0913196010282258,3.6686346441267705
2007-05-18 10:00:00+00:00,4.21627833693419,4.121676300978793,5.0434689727741935,0.5983648141511937,1.0913196010282258,3.6686346441267705
2007-05-18 11:00:00+00:00,4.21627833693419,4.121676300978793,5.0434689727741935,0.5983648141511937,1.0913196010282258,3.6686346441267705
2007-05-18 12:00:00+00:00,4.21627833693419,4.121676300978793,5.0434689727741935,0.5983648141511937,1.0913196010282258,3.6686346441267705
2007-05-18 13:00:00+00:00,4.21627833693419,4.121676300978793,5.0434689727741935,0.5983648141511937,1.0913196010282258,3.6686346441267705
2007-05-18 14:00:00+00:00,4.21627833693419,4.121676300978793,5.0434689727741935,0.5983648141511937,1.0913196010282258,3.6686346441267705
2007-05-18 15:00:00+00:00,4.21627833693419,4.121676300978793,5.0434689727741935,0.5983648141511937,1.0913196010282258,3.6686346441267705
2007-05-18 16:00:00+00:00,4.21627833693419,4.121676300978793,5.0434689727741935,0.5983648141511937,1.0913196010282258,3.6686346441267705
2007-05-18 17:00:00+00:00,4.21627833693419,4.121676300978793,5.0434689727741935,0.5983648141511937,1.0913196010282258,3.6686346441267705
2007-05-18 18:00:00+00:00,4.21627833693419,4.121676300978793,5.0434689727741935,0.5983648141511937,1.0913196010282258,3.6686346441267705
2007-05-18 19:00:00+00:00,4.21627833693419,4.121676300978793,5.0434689727741935,0.5983648141511937,1.0913196010282258,3.6686346441267705
2007-05-18 20:00:00+00:00,4.21627833693419,4.121676300978793,5.0434689727741935,0.5983648141511937,1.0913196010282258,3.6686346441267705
2007-05-18 21:00:00+00:00,4.21627833693419,4.121676300978793,5.0434689727741935,0.5983648141511937,1.0913196010282258,3.6686346441267705
2007-05-18 22:00:00+00:00,4.21627833693419,4.121676300978793,5.0434689727741935,0.5983648141511937,1.0913196010282258,3.6686346441267705
2007-05-18 23:00:00+00:00,4.21627833693419,4.121676300978793,5.0434689727741935,0.5983648141511937,1.0913196010282258,3.6686346441267705
2007-05-19 00:00:00+00:00,4.139307738491172,4.044738343360523,4.949051456903226,0.5983648141511937,1.0850113952419356,3.6507755464484695
2007-05-19 01:00:00+00:00,4.139307738491172,4.044738343360523,4.949051456903226,0.5983648141511937,1.0850113952419356,3.6507755464484695
2007-05-19 02:00:00+00:00,4.139307738491172,4.044738343360523,4.949051456903226,0.5983648141511937,1.0850113952419356,3.6507755464484695
2007-05-19 03:00:00+00:00,4.139307738491172,4.044738343360523,4.949051456903226,0.5983648141511937,1.0850113952419356,3.6507755464484695
2007-05-19 04:00:00+00:00,4.139307738491172,4.044738343360523,4.949051456903226,0.5983648141511937,1.0850113952419356,3.6507755464484695
2007-05-19 05:00:00+00:00,4.139307738491172,4.044738343360523,4.949051456903226,0.5983648141511937,1.0850113952419356,3.6507755464484695
2007-05-19 06:00:00+00:00,4.139307738491172,4.044738343360523,4.949051456903226,0.5983648141511937,1.0850113952419356,3.6507755464484695
2007-05-19 07:00:00+00:00,4.139307738491172,4.044738343360523,4.949051456903226,0.5983648141511937,1.0850113952419356,3.6507755464484695
2007-05-19 08:00:00+00:00,4.139307738491172,4.044738343360523,4.949051456903226,0.5983648141511937,1.0850113952419356,3.6507755464484695
2007-05-19 09:00:00+00:00,4.139307738491172,4.044738343360523,4.949051456903226,0.5983648141511937,1.0850113952419356,3.6507755464484695
2007-05-19 10:00:00+00:00,4.139307738491172,4.044738343360523,4.949051456903226,0.5983648141511937,1.0850113952419356,3.6507755464484695
2007-05-19 11:00:00+00:00,4.139307738491172,4.044738343360523,4.949051456903226,0.5983648141511937,1.0850113952419356,3.6507755464484695
2007-05-19 12:00:00+00:00,4.139307738491172,4.044738343360523,4.949051456903226,0.5983648141511937,1.0850113952419356,3.6507755464484695
2007-05-19 13:00:00+00:00,4.139307738491172,4.044738343360523,4.949051456903226,0.5983648141511937,1.0850113952419356,3.6507755464484695
2007-05-19 14:00:00+00:00,4.139307738491172,4.044738343360523,4.949051456903226,0.5983648141511937,1.0850113952419356,3.6507755464484695
2007-05-19 15:00:00+00:00,4.139307738491172,4.044738343360523,4.949051456903226,0.5983648141511937,1.0850113952419356,3.6507755464484695
2007-05-19 16:00:00+00:00,4.139307738491172,4.044738343360523,4.949051456903226,0.5983648141511937,1.0850113952419356,3.6507755464484695
2007-05-19 17:00:00+00:00,4.139307738491172,4.044738343360523,4.949051456903226,0.5983648141511937,1.0850113952419356,3.6507755464484695
2007-05-19 18:00:00+00:00,4.139307738491172,4.044738343360523,4.949051456903226,0.5983648141511937,1.0850113952419356,3.6507755464484695
2007-05-19 19:00:00+00:00,4.139307738491172,4.044738343360523,4.949051456903226,0.5983648141511937,1.0850113952419356,3.6507755464484695
2007-05-19 20:00:00+00:00,4.139307738491172,4.044738343360523,4.949051456903226,0.5983648141511937,1.0850113952419356,3.6507755464484695
2007-05-19 21:00:00+00:00,4.139307738491172,4.044738343360523,4.949051456903226,0.5983648141511937,1.0850113952419356,3.6507755464484695
2007-05-19 22:00:00+00:00,4.139307738491172,4.044738343360523,4.949051456903226,0.5983648141511937,1.0850113952419356,3.6507755464484695
2007-05-19 23:00:00+00:00,4.139307738491172,4.044738343360523,4.949051456903226,0.5983648141511937,1.0850113952419356,3.6507755464484695
2007-05-20 00:00:00+00:00,4.02812798518459,3.9403225437357254,4.823161435741936,0.5983648141511937,1.0721426554379032,3.6150573510918664
2007-05-20 01:00:00+00:00,4.02812798518459,3.9403225437357254,4.823161435741936,0.5983648141511937,1.0721426554379032,3.6150573510918664
2007-05-20 02:00:00+00:00,4.02812798518459,3.9403225437357254,4.823161435741936,0.5983648141511937,1.0721426554379032,3.6150573510918664
2007-05-20 03:00:00+00:00,4.02812798518459,3.9403225437357254,4.823161435741936,0.5983648141511937,1.0721426554379032,3.6150573510918664
2007-05-20 04:00:00+00:00,4.02812798518459,3.9403225437357254,4.823161435741936,0.5983648141511937,1.0721426554379032,3.6150573510918664
2007-05-20 05:00:00+00:00,4.02812798518459,3.9403225437357254,4.823161435741936,0.5983648141511937,1.0721426554379032,3.6150573510918664
2007-05-20 06:00:00+00:00,4.02812798518459,3.9403225437357254,4.823161435741936,0.5983648141511937,1.0721426554379032,3.6150573510918664
2007-05-20 07:00:00+00:00,4.02812798518459,3.9403225437357254,4.823161435741936,0.5983648141511937,1.0721426554379032,3.6150573510918664
2007-05-20 08:00:00+00:00,4.02812798518459,3.9403225437357254,4.823161435741936,0.5983648141511937,1.0721426554379032,3.6150573510918664
2007-05-20 09:00:00+00:00,4.02812798518459,3.9403225437357254,4.823161435741936,0.5983648141511937,1.0721426554379032,3.6150573510918664
2007-05-20 10:00:00+00:00,4.02812798518459,3.9403225437357254,4.823161435741936,0.5983648141511937,1.0721426554379032,3.6150573510918664
2007-05-20 11:00:00+00:00,4.02812798518459,3.9403225437357254,4.823161435741936,0.5983648141511937,1.0721426554379032,3.6150573510918664
2007-05-20 12:00:00+00:00,4.02812798518459,3.9403225437357254,4.823161435741936,0.5983648141511937,1.0721426554379032,3.6150573510918664
2007-05-20 13:00:00+00:00,4.02812798518459,3.9403225437357254,4.823161435741936,0.5983648141511937,1.0721426554379032,3.6150573510918664
2007-05-20 14:00:00+00:00,4.02812798518459,3.9403225437357254,4.823161435741936,0.5983648141511937,1.0721426554379032,3.6150573510918664
2007-05-20 15:00:00+00:00,4.02812798518459,3.9403225437357254,4.823161435741936,0.5983648141511937,1.0721426554379032,3.6150573510918664
2007-05-20 16:00:00+00:00,4.02812798518459,3.9403225437357254,4.823161435741936,0.5983648141511937,1.0721426554379032,3.6150573510918664
2007-05-20 17:00:00+00:00,4.02812798518459,3.9403225437357254,4.823161435741936,0.5983648141511937,1.0721426554379032,3.6150573510918664
2007-05-20 18:00:00+00:00,4.02812798518459,3.9403225437357254,4.823161435741936,0.5983648141511937,1.0721426554379032,3.6150573510918664
2007-05-20 19:00:00+00:00,4.02812798518459,3.9403225437357254,4.823161435741936,0.5983648141511937,1.0721426554379032,3.6150573510918664
2007-05-20 20:00:00+00:00,4.02812798518459,3.9403225437357254,4.823161435741936,0.5983648141511937,1.0721426554379032,3.6150573510918664
2007-05-20 21:00:00+00:00,4.02812798518459,3.9403225437357254,4.823161435741936,0.5983648141511937,1.0721426554379032,3.6150573510918664
2007-05-20 22:00:00+00:00,4.02812798518459,3.9403225437357254,4.823161435741936,0.5983648141511937,1.0721426554379032,3.6150573510918664
2007-05-20 23:00:00+00:00,4.02812798518459,3.9403225437357254,4.823161435741936,0.5983648141511937,1.0721426554379032,3.6150573510918664
2007-05-21 00:00:00+00:00,3.908395943162118,3.8194200389070154,4.673667035612904,0.5983648141511937,1.0597785720967743,3.5812190607540346
2007-05-21 01:00:00+00:00,3.908395943162118,3.8194200389070154,4.673667035612904,0.5983648141511937,1.0597785720967743,3.5812190607540346
2007-05-21 02:00:00+00:00,3.908395943162118,3.8194200389070154,4.673667035612904,0.5983648141511937,1.0597785720967743,3.5812190607540346
2007-05-21 03:00:00+00:00,3.908395943162118,3.8194200389070154,4.673667035612904,0.5983648141511937,1.0597785720967743,3.5812190607540346
2007-05-21 04:00:00+00:00,3.908395943162118,3.8194200389070154,4.673667035612904,0.5983648141511937,1.0597785720967743,3.5812190607540346
2007-05-21 05:00:00+00:00,3.908395943162118,3.8194200389070154,4.673667035612904,0.5983648141511937,1.0597785720967743,3.5812190607540346
2007-05-21 06:00:00+00:00,3.908395943162118,3.8194200389070154,4.673667035612904,0.5983648141511937,1.0597785720967743,3.5812190607540346
2007-05-21 07:00:00+00:00,3.908395943162118,3.8194200389070154,4.673667035612904,0.5983648141511937,1.0597785720967743,3.5812190607540346
2007-05-21 08:00:00+00:00,3.908395943162118,3.8194200389070154,4.673667035612904,0.5983648141511937,1.0597785720967743,3.5812190607540346
2007-05-21 09:00:00+00:00,3.908395943162118,3.8194200389070154,4.673667035612904,0.5983648141511937,1.0597785720967743,3.5812190607540346
2007-05-21 10:00:00+00:00,3.908395943162118,3.8194200389070154,4.673667035612904,0.5983648141511937,1.0597785720967743,3.5812190607540346
2007-05-21 11:00:00+00:00,3.908395943162118,3.8194200389070154,4.673667035612904,0.5983648141511937,1.0597785720967743,3.5812190607540346
2007-05-21 12:00:00+00:00,3.908395943162118,3.8194200389070154,4.673667035612904,0.5983648141511937,1.0597785720967743,3.5812190607540346
2007-05-21 13:00:00+00:00,3.908395943162118,3.8194200389070154,4.673667035612904,0.5983648141511937,1.0597785720967743,3.5812190607540346
2007-05-21 14:00:00+00:00,3.908395943162118,3.8194200389070154,4.673667035612904,0.5983648141511937,1.0597785720967743,3.5812190607540346
2007-05-21 15:00:00+00:00,3.908395943162118,3.8194200389070154,4.673667035612904,0.5983648141511937,1.0597785720967743,3.5812190607540346
2007-05-21 16:00:00+00:00,3.908395943162118,3.8194200389070154,4.673667035612904,0.5983648141511937,1.0597785720967743,3.5812190607540346
2007-05-21 17:00:00+00:00,3.908395943162118,3.8194200389070154,4.673667035612904,0.5983648141511937,1.0597785720967743,3.5812190607540346
2007-05-21 18:00:00+00:00,3.908395943162118,3.8194200389070154,4.673667035612904,0.5983648141511937,1.0597785720967743,3.5812190607540346
2007-05-21 19:00:00+00:00,3.908395943162118,3.8194200389070154,4.673667035612904,0.5983648141511937,1.0597785720967743,3.5812190607540346
2007-05-21 20:00:00+00:00,3.908395943162118,3.8194200389070154,4.673667035612904,0.5983648141511937,1.0597785720967743,3.5812190607540346
2007-05-21 21:00:00+00:00,3.908395943162118,3.8194200389070154,4.673667035612904,0.5983648141511937,1.0597785720967743,3.5812190607540346
2007-05-21 22:00:00+00:00,3.908395943162118,3.8194200389070154,4.673667035612904,0.5983648141511937,1.0597785720967743,3.5812190607540346
2007-05-21 23:00:00+00:00,3.908395943162118,3.8194200389070154,4.673667035612904,0.5983648141511937,1.0597785720967743,3.5812190607540346
2007-05-22 00:00:00+00:00,3.8399776334349927,3.753473218091354,4.594985772387097,0.5983648141511937,1.0701240295862902,3.609417636035562
2007-05-22 01:00:00+00:00,3.8399776334349927,3.753473218091354,4.594985772387097,0.5983648141511937,1.0701240295862902,3.609417636035562
2007-05-22 02:00:00+00:00,3.8399776334349927,3.753473218091354,4.594985772387097,0.5983648141511937,1.0701240295862902,3.609417636035562
2007-05-22 03:00:00+00:00,3.8399776334349927,3.753473218091354,4.594985772387097,0.5983648141511937,1.0701240295862902,3.609417636035562
2007-05-22 04:00:00+00:00,3.8399776334349927,3.753473218091354,4.594985772387097,0.5983648141511937,1.0701240295862902,3.609417636035562
2007-05-22 05:00:00+00:00,3.8399776334349927,3.753473218091354,4.594985772387097,0.5983648141511937,1.0701240295862902,3.609417636035562
2007-05-22 06:00:00+00:00,3.8399776334349927,3.753473218091354,4.594985772387097,0.5983648141511937,1.0701240295862902,3.609417636035562
2007-05-22 07:00:00+00:00,3.8399776334349927,3.753473218091354,4.594985772387097,0.5983648141511937,1.0701240295862902,3.609417636035562
2007-05-22 08:00:00+00:00,3.8399776334349927,3.753473218091354,4.594985772387097,0.5983648141511937,1.0701240295862902,3.609417636035562
2007-05-22 09:00:00+00:00,3.8399776334349927,3.753473218091354,4.594985772387097,0.5983648141511937,1.0701240295862902,3.609417636035562
2007-05-22 10:00:00+00:00,3.8399776334349927,3.753473218091354,4.594985772387097,0.5983648141511937,1.0701240295862902,3.609417636035562
2007-05-22 11:00:00+00:00,3.8399776334349927,3.753473218091354,4.594985772387097,0.5983648141511937,1.0701240295862902,3.609417636035562
2007-05-22 12:00:00+00:00,3.8399776334349927,3.753473218091354,4.594985772387097,0.5983648141511937,1.0701240295862902,3.609417636035562
2007-05-22 13:00:00+00:00,3.8399776334349927,3.753473218091354,4.594985772387097,0.5983648141511937,1.0701240295862902,3.609417636035562
2007-05-22 14:00:00+00:00,3.8399776334349927,3.753473218091354,4.594985772387097,0.5983648141511937,1.0701240295862902,3.609417636035562
2007-05-22 15:00:00+00:00,3.8399776334349927,3.753473218091354,4.594985772387097,0.5983648141511937,1.0701240295862902,3.609417636035562
2007-05-22 16:00:00+00:00,3.8399776334349927,3.753473218091354,4.594985772387097,0.5983648141511937,1.0701240295862902,3.609417636035562
2007-05-22 17:00:00+00:00,3.8399776334349927,3.753473218091354,4.594985772387097,0.5983648141511937,1.0701240295862902,3.609417636035562
2007-05-22 18:00:00+00:00,3.8399776334349927,3.753473218091354,4.594985772387097,0.5983648141511937,1.0701240295862902,3.609417636035562
2007-05-22 19:00:00+00:00,3.8399776334349927,3.753473218091354,4.594985772387097,0.5983648141511937,1.0701240295862902,3.609417636035562
2007-05-22 20:00:00+00:00,3.8399776334349927,3.753473218091354,4.594985772387097,0.5983648141511937,1.0701240295862902,3.609417636035562
2007-05-22 21:00:00+00:00,3.8399776334349927,3.753473218091354,4.594985772387097,0.5983648141511937,1.0701240295862902,3.609417636035562
2007-05-22 22:00:00+00:00,3.8399776334349927,3.753473218091354,4.594985772387097,0.5983648141511937,1.0701240295862902,3.609417636035562
2007-05-22 23:00:00+00:00,3.8399776334349927,3.753473218091354,4.594985772387097,0.5983648141511937,1.0701240295862902,3.609417636035562
2007-05-23 00:00:00+00:00,3.763007034991975,3.6765352604730834,4.500568256516129,0.5983648141511937,1.1170570806362907,3.7391310823305903
2007-05-23 01:00:00+00:00,3.763007034991975,3.6765352604730834,4.500568256516129,0.5983648141511937,1.1170570806362907,3.7391310823305903
2007-05-23 02:00:00+00:00,3.763007034991975,3.6765352604730834,4.500568256516129,0.5983648141511937,1.1170570806362907,3.7391310823305903
2007-05-23 03:00:00+00:00,3.763007034991975,3.6765352604730834,4.500568256516129,0.5983648141511937,1.1170570806362907,3.7391310823305903
2007-05-23 04:00:00+00:00,3.763007034991975,3.6765352604730834,4.500568256516129,0.5983648141511937,1.1170570806362907,3.7391310823305903
2007-05-23 05:00:00+00:00,3.763007034991975,3.6765352604730834,4.500568256516129,0.5983648141511937,1.1170570806362907,3.7391310823305903
2007-05-23 06:00:00+00:00,3.763007034991975,3.6765352604730834,4.500568256516129,0.5983648141511937,1.1170570806362907,3.7391310823305903
2007-05-23 07:00:00+00:00,3.763007034991975,3.6765352604730834,4.500568256516129,0.5983648141511937,1.1170570806362907,3.7391310823305903
2007-05-23 08:00:00+00:00,3.763007034991975,3.6765352604730834,4.500568256516129,0.5983648141511937,1.1170570806362907,3.7391310823305903
2007-05-23 09:00:00+00:00,3.763007034991975,3.6765352604730834,4.500568256516129,0.5983648141511937,1.1170570806362907,3.7391310823305903
2007-05-23 10:00:00+00:00,3.763007034991975,3.6765352604730834,4.500568256516129,0.5983648141511937,1.1170570806362907,3.7391310823305903
2007-05-23 11:00:00+00:00,3.763007034991975,3.6765352604730834,4.500568256516129,0.5983648141511937,1.1170570806362907,3.7391310823305903
2007-05-23 12:00:00+00:00,3.763007034991975,3.6765352604730834,4.500568256516129,0.5983648141511937,1.1170570806362907,3.7391310823305903
2007-05-23 13:00:00+00:00,3.763007034991975,3.6765352604730834,4.500568256516129,0.5983648141511937,1.1170570806362907,3.7391310823305903
2007-05-23 14:00:00+00:00,3.763007034991975,3.6765352604730834,4.500568256516129,0.5983648141511937,1.1170570806362907,3.7391310823305903
2007-05-23 15:00:00+00:00,3.763007034991975,3.6765352604730834,4.500568256516129,0.5983648141511937,1.1170570806362907,3.7391310823305903
2007-05-23 16:00:00+00:00,3.763007034991975,3.6765352604730834,4.500568256516129,0.5983648141511937,1.1170570806362907,3.7391310823305903
2007-05-23 17:00:00+00:00,3.763007034991975,3.6765352604730834,4.500568256516129,0.5983648141511937,1.1170570806362907,3.7391310823305903
2007-05-23 18:00:00+00:00,3.763007034991975,3.6765352604730834,4.500568256516129,0.5983648141511937,1.1170570806362907,3.7391310823305903
2007-05-23 19:00:00+00:00,3.763007034991975,3.6765352604730834,4.500568256516129,0.5983648141511937,1.1170570806362907,3.7391310823305903
2007-05-23 20:00:00+00:00,3.763007034991975,3.6765352604730834,4.500568256516129,0.5983648141511937,1.1170570806362907,3.7391310823305903
2007-05-23 21:00:00+00:00,3.763007034991975,3.6765352604730834,4.500568256516129,0.5983648141511937,1.1170570806362907,3.7391310823305903
2007-05-23 22:00:00+00:00,3.763007034991975,3.6765352604730834,4.500568256516129,0.5983648141511937,1.1170570806362907,3.7391310823305903
2007-05-23 23:00:00+00:00,3.763007034991975,3.6765352604730834,4.500568256516129,0.5983648141511937,1.1170570806362907,3.7391310823305903
2007-05-24 00:00:00+00:00,3.6603795704012843,3.577615029249592,4.374678235354839,0.6753661843368701,1.1380003238467744,3.797408137912414
2007-05-24 01:00:00+00:00,3.6603795704012843,3.577615029249592,4.374678235354839,0.6753661843368701,1.1380003238467744,3.797408137912414
2007-05-24 02:00:00+00:00,3.6603795704012843,3.577615029249592,4.374678235354839,0.6753661843368701,1.1380003238467744,3.797408137912414
2007-05-24 03:00:00+00:00,3.6603795704012843,3.577615029249592,4.374678235354839,0.6753661843368701,1.1380003238467744,3.797408137912414
2007-05-24 04:00:00+00:00,3.6603795704012843,3.577615029249592,4.374678235354839,0.6753661843368701,1.1380003238467744,3.797408137912414
2007-05-24 05:00:00+00:00,3.6603795704012843,3.577615029249592,4.374678235354839,0.6753661843368701,1.1380003238467744,3.797408137912414
2007-05-24 06:00:00+00:00,3.6603795704012843,3.577615029249592,4.374678235354839,0.6753661843368701,1.1380003238467744,3.797408137912414
2007-05-24 07:00:00+00:00,3.6603795704012843,3.577615029249592,4.374678235354839,0.6753661843368701,1.1380003238467744,3.797408137912414
2007-05-24 08:00:00+00:00,3.6603795704012843,3.577615029249592,4.374678235354839,0.6753661843368701,1.1380003238467744,3.797408137912414
2007-05-24 09:00:00+00:00,3.6603795704012843,3.577615029249592,4.374678235354839,0.6753661843368701,1.1380003238467744,3.797408137912414
2007-05-24 10:00:00+00:00,3.6603795704012843,3.577615029249592,4.374678235354839,0.6753661843368701,1.1380003238467744,3.797408137912414
2007-05-24 11:00:00+00:00,3.6603795704012843,3.577615029249592,4.374678235354839,0.6753661843368701,1.1380003238467744,3.797408137912414
2007-05-24 12:00:00+00:00,3.6603795704012843,3.577615029249592,4.374678235354839,0.6753661843368701,1.1380003238467744,3.797408137912414
2007-05-24 13:00:00+00:00,3.6603795704012843,3.577615029249592,4.374678235354839,0.6753661843368701,1.1380003238467744,3.797408137912414
2007-05-24 14:00:00+00:00,3.6603795704012843,3.577615029249592,4.374678235354839,0.6753661843368701,1.1380003238467744,3.797408137912414
2007-05-24 15:00:00+00:00,3.6603795704012843,3.577615029249592,4.374678235354839,0.6753661843368701,1.1380003238467744,3.797408137912414
2007-05-24 16:00:00+00:00,3.6603795704012843,3.577615029249592,4.374678235354839,0.6753661843368701,1.1380003238467744,3.797408137912414
2007-05-24 17:00:00+00:00,3.6603795704012843,3.577615029249592,4.374678235354839,0.6753661843368701,1.1380003238467744,3.797408137912414
2007-05-24 18:00:00+00:00,3.6603795704012843,3.577615029249592,4.374678235354839,0.6753661843368701,1.1380003238467744,3.797408137912414
2007-05-24 19:00:00+00:00,3.6603795704012843,3.577615029249592,4.374678235354839,0.6753661843368701,1.1380003238467744,3.797408137912414
2007-05-24 20:00:00+00:00,3.6603795704012843,3.577615029249592,4.374678235354839,0.6753661843368701,1.1380003238467744,3.797408137912414
2007-05-24 21:00:00+00:00,3.6603795704012843,3.577615029249592,4.374678235354839,0.6753661843368701,1.1380003238467744,3.797408137912414
2007-05-24 22:00:00+00:00,3.6603795704012843,3.577615029249592,4.374678235354839,0.6753661843368701,1.1380003238467744,3.797408137912414
2007-05-24 23:00:00+00:00,3.6603795704012843,3.577615029249592,4.374678235354839,0.6753661843368701,1.1380003238467744,3.797408137912414
2007-05-25 00:00:00+00:00,3.5491998170947037,3.4677036612234904,4.240920087870967,0.6753661843368701,1.1205896758766127,3.749470559933816
2007-05-25 01:00:00+00:00,3.5491998170947037,3.4677036612234904,4.240920087870967,0.6753661843368701,1.1205896758766127,3.749470559933816
2007-05-25 02:00:00+00:00,3.5491998170947037,3.4677036612234904,4.240920087870967,0.6753661843368701,1.1205896758766127,3.749470559933816
2007-05-25 03:00:00+00:00,3.5491998170947037,3.4677036612234904,4.240920087870967,0.6753661843368701,1.1205896758766127,3.749470559933816
2007-05-25 04:00:00+00:00,3.5491998170947037,3.4677036612234904,4.240920087870967,0.6753661843368701,1.1205896758766127,3.749470559933816
2007-05-25 05:00:00+00:00,3.5491998170947037,3.4677036612234904,4.240920087870967,0.6753661843368701,1.1205896758766127,3.749470559933816
2007-05-25 06:00:00+00:00,3.5491998170947037,3.4677036612234904,4.240920087870967,0.6753661843368701,1.1205896758766127,3.749470559933816
2007-05-25 07:00:00+00:00,3.5491998170947037,3.4677036612234904,4.240920087870967,0.6753661843368701,1.1205896758766127,3.749470559933816
2007-05-25 08:00:00+00:00,3.5491998170947037,3.4677036612234904,4.240920087870967,0.6753661843368701,1.1205896758766127,3.749470559933816
2007-05-25 09:00:00+00:00,3.5491998170947037,3.4677036612234904,4.240920087870967,0.6753661843368701,1.1205896758766127,3.749470559933816
2007-05-25 10:00:00+00:00,3.5491998170947037,3.4677036612234904,4.240920087870967,0.6753661843368701,1.1205896758766127,3.749470559933816
2007-05-25 11:00:00+00:00,3.5491998170947037,3.4677036612234904,4.240920087870967,0.6753661843368701,1.1205896758766127,3.749470559933816
2007-05-25 12:00:00+00:00,3.5491998170947037,3.4677036612234904,4.240920087870967,0.6753661843368701,1.1205896758766127,3.749470559933816
2007-05-25 13:00:00+00:00,3.5491998170947037,3.4677036612234904,4.240920087870967,0.6753661843368701,1.1205896758766127,3.749470559933816
2007-05-25 14:00:00+00:00,3.5491998170947037,3.4677036612234904,4.240920087870967,0.6753661843368701,1.1205896758766127,3.749470559933816
2007-05-25 15:00:00+00:00,3.5491998170947037,3.4677036612234904,4.240920087870967,0.6753661843368701,1.1205896758766127,3.749470559933816
2007-05-25 16:00:00+00:00,3.5491998170947037,3.4677036612234904,4.240920087870967,0.6753661843368701,1.1205896758766127,3.749470559933816
2007-05-25 17:00:00+00:00,3.5491998170947037,3.4677036612234904,4.240920087870967,0.6753661843368701,1.1205896758766127,3.749470559933816
2007-05-25 18:00:00+00:00,3.5491998170947037,3.4677036612234904,4.240920087870967,0.6753661843368701,1.1205896758766127,3.749470559933816
2007-05-25 19:00:00+00:00,3.5491998170947037,3.4677036612234904,4.240920087870967,0.6753661843368701,1.1205896758766127,3.749470559933816
2007-05-25 20:00:00+00:00,3.5491998170947037,3.4677036612234904,4.240920087870967,0.6753661843368701,1.1205896758766127,3.749470559933816
2007-05-25 21:00:00+00:00,3.5491998170947037,3.4677036612234904,4.240920087870967,0.6753661843368701,1.1205896758766127,3.749470559933816
2007-05-25 22:00:00+00:00,3.5491998170947037,3.4677036612234904,4.240920087870967,0.6753661843368701,1.1205896758766127,3.749470559933816
2007-05-25 23:00:00+00:00,3.5491998170947037,3.4677036612234904,4.240920087870967,0.6753661843368701,1.1205896758766127,3.749470559933816
2007-05-26 00:00:00+00:00,3.446572352504013,3.3632878615986956,4.115030066709677,0.5053214918435013,1.1039360126008064,3.703412886973988
2007-05-26 01:00:00+00:00,3.446572352504013,3.3632878615986956,4.115030066709677,0.5053214918435013,1.1039360126008064,3.703412886973988
2007-05-26 02:00:00+00:00,3.446572352504013,3.3632878615986956,4.115030066709677,0.5053214918435013,1.1039360126008064,3.703412886973988
2007-05-26 03:00:00+00:00,3.446572352504013,3.3632878615986956,4.115030066709677,0.5053214918435013,1.1039360126008064,3.703412886973988
2007-05-26 04:00:00+00:00,3.446572352504013,3.3632878615986956,4.115030066709677,0.5053214918435013,1.1039360126008064,3.703412886973988
2007-05-26 05:00:00+00:00,3.446572352504013,3.3632878615986956,4.115030066709677,0.5053214918435013,1.1039360126008064,3.703412886973988
